#,Date,"Full Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Temp, °F (LGR S/N: 10778446, SEN S/N: 10778446)"
1520,9/30/2022 6:15,111.2,64.65
1521,9/30/2022 6:30,110.8,64.63
1522,9/30/2022 6:45,110.8,64.63
1523,9/30/2022 7:00,110.8,64.63
1524,9/30/2022 7:15,111.2,64.62
1525,9/30/2022 7:30,111.2,64.62
1526,9/30/2022 7:45,111.2,64.62
1527,9/30/2022 8:00,110.8,64.62
1528,9/30/2022 8:15,111.2,64.62
1529,9/30/2022 8:30,111.2,64.62
1530,9/30/2022 8:45,110.8,64.62
1531,9/30/2022 9:00,110.8,64.62
1532,9/30/2022 9:15,110.8,64.62
1533,9/30/2022 9:30,110.8,64.63
1534,9/30/2022 9:45,110.8,64.65
1535,9/30/2022 10:00,110.8,64.67
1536,9/30/2022 10:15,110.8,64.72
1537,9/30/2022 10:30,110.8,64.74
1538,9/30/2022 10:45,111.1,64.81
1539,9/30/2022 11:00,111.1,64.87
1540,9/30/2022 11:15,111.1,64.92
1541,9/30/2022 11:30,111.1,64.98
1542,9/30/2022 11:45,111.1,65.05
1543,9/30/2022 12:00,111.9,65.16
1544,9/30/2022 12:15,111.9,65.25
1545,9/30/2022 12:30,111.9,65.39
1546,9/30/2022 12:45,112.7,65.53
1547,9/30/2022 13:00,111.9,65.7
1548,9/30/2022 13:15,112.2,65.82
1549,9/30/2022 13:30,112.6,65.97
1550,9/30/2022 13:45,113,66.11
1551,9/30/2022 14:00,113,66.24
1552,9/30/2022 14:15,113,66.27
1553,9/30/2022 14:30,113,66.34
1554,9/30/2022 14:45,113,66.42
1555,9/30/2022 15:00,113.4,66.49
1556,9/30/2022 15:15,113.4,66.58
1557,9/30/2022 15:30,113.4,66.63
1558,9/30/2022 15:45,113.4,66.7
1559,9/30/2022 16:00,113.4,66.78
1560,9/30/2022 16:15,113.7,66.81
1561,9/30/2022 16:30,113.7,66.87
1562,9/30/2022 16:45,113.7,66.88
1563,9/30/2022 17:00,113.7,66.94
1564,9/30/2022 17:15,113.7,66.97
1565,9/30/2022 17:30,113.7,67.03
1566,9/30/2022 17:45,114.1,67.05
1567,9/30/2022 18:00,114.5,67.12
1568,9/30/2022 18:15,114.1,67.15
1569,9/30/2022 18:30,114.1,67.19
1570,9/30/2022 18:45,114.1,67.24
1571,9/30/2022 19:00,114.1,67.24
1572,9/30/2022 19:15,114.1,67.24
1573,9/30/2022 19:30,114.1,67.24
1574,9/30/2022 19:45,114.9,67.24
1575,9/30/2022 20:00,114.1,67.24
1576,9/30/2022 20:15,114.1,67.24
1577,9/30/2022 20:30,114.1,67.23
1578,9/30/2022 20:45,114.1,67.23
1579,9/30/2022 21:00,114.1,67.23
1580,9/30/2022 21:15,114.1,67.23
1581,9/30/2022 21:30,114.1,67.23
1582,9/30/2022 21:45,114.1,67.19
1583,9/30/2022 22:00,114.1,67.19
1584,9/30/2022 22:15,114.1,67.17
1585,9/30/2022 22:30,114.1,67.19
1586,9/30/2022 22:45,114.1,67.17
1587,9/30/2022 23:00,114.1,67.15
1588,9/30/2022 23:15,114.1,67.15
1589,9/30/2022 23:30,114.1,67.12
1590,9/30/2022 23:45,114.1,67.1
1591,10/1/2022 0:00,114.1,67.05
1592,10/1/2022 0:15,114.1,67.03
1593,10/1/2022 0:30,114.1,66.97
1594,10/1/2022 0:45,113.7,66.94
1595,10/1/2022 1:00,113.7,66.87
1596,10/1/2022 1:15,113.7,66.81
1597,10/1/2022 1:30,113.7,66.74
1598,10/1/2022 1:45,113.7,66.69
1599,10/1/2022 2:00,113.7,66.61
1600,10/1/2022 2:15,113.8,66.54
1601,10/1/2022 2:30,113.4,66.47
1602,10/1/2022 2:45,113.4,66.4
1603,10/1/2022 3:00,113.4,66.33
1604,10/1/2022 3:15,113.4,66.24
1605,10/1/2022 3:30,113,66.16
1606,10/1/2022 3:45,112.6,66.09
1607,10/1/2022 4:00,113,66.02
1608,10/1/2022 4:15,113,65.97
1609,10/1/2022 4:30,113,65.89
1610,10/1/2022 4:45,113,65.88
1611,10/1/2022 5:00,113,65.8
1612,10/1/2022 5:15,113,65.77
1613,10/1/2022 5:30,112.6,65.71
1614,10/1/2022 5:45,112.6,65.66
1615,10/1/2022 6:00,112.7,65.62
1616,10/1/2022 6:15,112.3,65.59
1617,10/1/2022 6:30,112.3,65.53
1618,10/1/2022 6:45,112.3,65.5
1619,10/1/2022 7:00,112.7,65.46
1620,10/1/2022 7:15,113.1,65.39
1621,10/1/2022 7:30,112.7,65.32
1622,10/1/2022 7:45,112.7,65.25
1623,10/1/2022 8:00,112.7,65.19
1624,10/1/2022 8:15,111.9,65.12
1625,10/1/2022 8:30,113.9,65.08
1626,10/1/2022 8:45,113.1,65.01
1627,10/1/2022 9:00,112.3,65.01
1628,10/1/2022 9:15,113.1,65.01
1629,10/1/2022 9:30,112.7,64.98
1630,10/1/2022 9:45,112.3,64.98
1631,10/1/2022 10:00,112.7,65.03
1632,10/1/2022 10:15,113.9,65.08
1633,10/1/2022 10:30,112.7,65.12
1634,10/1/2022 10:45,111.9,65.23
1635,10/1/2022 11:00,111.9,65.28
1636,10/1/2022 11:15,111.9,65.39
1637,10/1/2022 11:30,112.3,65.48
1638,10/1/2022 11:45,113.4,65.57
1639,10/1/2022 12:00,112.3,65.7
1640,10/1/2022 12:15,112.6,65.8
1641,10/1/2022 12:30,112.6,65.95
1642,10/1/2022 12:45,113.4,66.13
1643,10/1/2022 13:00,114.9,66.34
1644,10/1/2022 13:15,114.1,66.58
1645,10/1/2022 13:30,114.9,66.87
1646,10/1/2022 13:45,116,67.12
1647,10/1/2022 14:00,116,67.32
1648,10/1/2022 14:15,116.8,67.42
1649,10/1/2022 14:30,116.8,67.48
1650,10/1/2022 14:45,115.2,67.55
1651,10/1/2022 15:00,114.5,67.64
1652,10/1/2022 15:15,115.2,67.71
1653,10/1/2022 15:30,115.6,67.84
1654,10/1/2022 15:45,114.8,67.93
1655,10/1/2022 16:00,114.8,68
1656,10/1/2022 16:15,114.8,68.07
1657,10/1/2022 16:30,114.8,68.13
1658,10/1/2022 16:45,116,68.18
1659,10/1/2022 17:00,114.8,68.23
1660,10/1/2022 17:15,115.2,68.31
1661,10/1/2022 17:30,116,68.38
1662,10/1/2022 17:45,115.2,68.43
1663,10/1/2022 18:00,115.2,68.49
1664,10/1/2022 18:15,115.2,68.54
1665,10/1/2022 18:30,115.9,68.56
1666,10/1/2022 18:45,115.6,68.61
1667,10/1/2022 19:00,115.6,68.61
1668,10/1/2022 19:15,115.6,68.63
1669,10/1/2022 19:30,115.6,68.63
1670,10/1/2022 19:45,115.6,68.63
1671,10/1/2022 20:00,115.6,68.63
1672,10/1/2022 20:15,115.6,68.63
1673,10/1/2022 20:30,115.6,68.63
1674,10/1/2022 20:45,115.6,68.63
1675,10/1/2022 21:00,115.6,68.63
1676,10/1/2022 21:15,115.6,68.63
1677,10/1/2022 21:30,115.6,68.63
1678,10/1/2022 21:45,115.6,68.63
1679,10/1/2022 22:00,115.6,68.63
1680,10/1/2022 22:15,115.6,68.65
1681,10/1/2022 22:30,115.6,68.65
1682,10/1/2022 22:45,115.6,68.65
1683,10/1/2022 23:00,115.6,68.65
1684,10/1/2022 23:15,115.6,68.65
1685,10/1/2022 23:30,117.1,68.63
1686,10/1/2022 23:45,115.9,68.63
1687,10/2/2022 0:00,115.6,68.63
1688,10/2/2022 0:15,115.6,68.61
1689,10/2/2022 0:30,115.6,68.58
1690,10/2/2022 0:45,115.6,68.56
1691,10/2/2022 1:00,116.7,68.5
1692,10/2/2022 1:15,115.6,68.47
1693,10/2/2022 1:30,115.6,68.43
1694,10/2/2022 1:45,115.2,68.38
1695,10/2/2022 2:00,115.6,68.32
1696,10/2/2022 2:15,115.2,68.27
1697,10/2/2022 2:30,116,68.2
1698,10/2/2022 2:45,117.1,68.16
1699,10/2/2022 3:00,115.2,68.07
1700,10/2/2022 3:15,116.8,68
1701,10/2/2022 3:30,114.8,67.93
1702,10/2/2022 3:45,114.8,67.86
1703,10/2/2022 4:00,114.8,67.78
1704,10/2/2022 4:15,114.8,67.69
1705,10/2/2022 4:30,114.5,67.62
1706,10/2/2022 4:45,114.5,67.55
1707,10/2/2022 5:00,114.5,67.5
1708,10/2/2022 5:15,114.5,67.42
1709,10/2/2022 5:30,114.1,67.33
1710,10/2/2022 5:45,114.1,67.26
1711,10/2/2022 6:00,114.1,67.19
1712,10/2/2022 6:15,113.7,67.12
1713,10/2/2022 6:30,114.1,67.03
1714,10/2/2022 6:45,114.9,66.96
1715,10/2/2022 7:00,113.7,66.87
1716,10/2/2022 7:15,113.7,66.78
1717,10/2/2022 7:30,113.4,66.7
1718,10/2/2022 7:45,113.4,66.58
1719,10/2/2022 8:00,113.8,66.51
1720,10/2/2022 8:15,113.8,66.42
1721,10/2/2022 8:30,113.8,66.34
1722,10/2/2022 8:45,114.9,66.31
1723,10/2/2022 9:00,113,66.24
1724,10/2/2022 9:15,112.6,66.18
1725,10/2/2022 9:30,112.2,66.18
1726,10/2/2022 9:45,112.2,66.16
1727,10/2/2022 10:00,112.6,66.13
1728,10/2/2022 10:15,113.4,66.18
1729,10/2/2022 10:30,113.4,66.2
1730,10/2/2022 10:45,112.6,66.27
1731,10/2/2022 11:00,112.6,66.33
1732,10/2/2022 11:15,113,66.38
1733,10/2/2022 11:30,112.6,66.47
1734,10/2/2022 11:45,113,66.54
1735,10/2/2022 12:00,113.4,66.65
1736,10/2/2022 12:15,113.4,66.78
1737,10/2/2022 12:30,113.7,66.87
1738,10/2/2022 12:45,113.7,67.03
1739,10/2/2022 13:00,113.7,67.23
1740,10/2/2022 13:15,114.1,67.41
1741,10/2/2022 13:30,114.1,67.64
1742,10/2/2022 13:45,114.4,67.87
1743,10/2/2022 14:00,114.4,68.11
1744,10/2/2022 14:15,114.8,68.27
1745,10/2/2022 14:30,115.2,68.4
1746,10/2/2022 14:45,115.2,68.43
1747,10/2/2022 15:00,115.2,68.47
1748,10/2/2022 15:15,115.2,68.56
1749,10/2/2022 15:30,115.2,68.65
1750,10/2/2022 15:45,115.5,68.72
1751,10/2/2022 16:00,115.5,68.79
1752,10/2/2022 16:15,115.5,68.86
1753,10/2/2022 16:30,115.9,68.88
1754,10/2/2022 16:45,115.5,68.92
1755,10/2/2022 17:00,116.3,68.92
1756,10/2/2022 17:15,116.3,68.94
1757,10/2/2022 17:30,115.9,68.99
1758,10/2/2022 17:45,117.9,69.03
1759,10/2/2022 18:00,115.9,69.08
1760,10/2/2022 18:15,115.9,69.1
1761,10/2/2022 18:30,116.3,69.1
1762,10/2/2022 18:45,115.9,69.12
1763,10/2/2022 19:00,115.9,69.1
1764,10/2/2022 19:15,115.9,69.1
1765,10/2/2022 19:30,116.3,69.08
1766,10/2/2022 19:45,116.3,69.03
1767,10/2/2022 20:00,117.5,68.99
1768,10/2/2022 20:15,115.9,68.95
1769,10/2/2022 20:30,115.9,68.94
1770,10/2/2022 20:45,115.9,68.88
1771,10/2/2022 21:00,115.5,68.88
1772,10/2/2022 21:15,117.5,68.85
1773,10/2/2022 21:30,117.5,68.81
1774,10/2/2022 21:45,117.9,68.79
1775,10/2/2022 22:00,117.1,68.77
1776,10/2/2022 22:15,117.1,68.74
1777,10/2/2022 22:30,117.9,68.72
1778,10/2/2022 22:45,115.9,68.7
1779,10/2/2022 23:00,115.9,68.68
1780,10/2/2022 23:15,115.9,68.68
1781,10/2/2022 23:30,115.9,68.65
1782,10/2/2022 23:45,117.1,68.65
1783,10/3/2022 0:00,117.1,68.65
1784,10/3/2022 0:15,117.1,68.63
1785,10/3/2022 0:30,117.5,68.61
1786,10/3/2022 0:45,115.6,68.61
1787,10/3/2022 1:00,115.9,68.56
1788,10/3/2022 1:15,115.9,68.54
1789,10/3/2022 1:30,115.6,68.5
1790,10/3/2022 1:45,115.6,68.47
1791,10/3/2022 2:00,115.6,68.43
1792,10/3/2022 2:15,115.6,68.38
1793,10/3/2022 2:30,115.6,68.32
1794,10/3/2022 2:45,115.2,68.25
1795,10/3/2022 3:00,115.2,68.18
1796,10/3/2022 3:15,115.2,68.13
1797,10/3/2022 3:30,115.2,68.04
1798,10/3/2022 3:45,115.2,67.96
1799,10/3/2022 4:00,115.2,67.89
1800,10/3/2022 4:15,114.8,67.8
1801,10/3/2022 4:30,114.8,67.71
1802,10/3/2022 4:45,114.8,67.64
1803,10/3/2022 5:00,114.9,67.55
1804,10/3/2022 5:15,114.9,67.46
1805,10/3/2022 5:30,114.5,67.39
1806,10/3/2022 5:45,114.5,67.28
1807,10/3/2022 6:00,114.5,67.19
1808,10/3/2022 6:15,114.1,67.1
1809,10/3/2022 6:30,114.1,67.01
1810,10/3/2022 6:45,113.7,66.92
1811,10/3/2022 7:00,113.7,66.85
1812,10/3/2022 7:15,113.7,66.72
1813,10/3/2022 7:30,113.7,66.65
1814,10/3/2022 7:45,113.4,66.56
1815,10/3/2022 8:00,113.4,66.47
1816,10/3/2022 8:15,113.4,66.4
1817,10/3/2022 8:30,113.4,66.31
1818,10/3/2022 8:45,113,66.25
1819,10/3/2022 9:00,113.4,66.18
1820,10/3/2022 9:15,113,66.16
1821,10/3/2022 9:30,113,66.13
1822,10/3/2022 9:45,113,66.09
1823,10/3/2022 10:00,113,66.07
1824,10/3/2022 10:15,113,66.07
1825,10/3/2022 10:30,113,66.09
1826,10/3/2022 10:45,113,66.13
1827,10/3/2022 11:00,113,66.13
1828,10/3/2022 11:15,113,66.16
1829,10/3/2022 11:30,113,66.2
1830,10/3/2022 11:45,112.6,66.24
1831,10/3/2022 12:00,113.4,66.31
1832,10/3/2022 12:15,113.8,66.38
1833,10/3/2022 12:30,113.8,66.49
1834,10/3/2022 12:45,114.1,66.58
1835,10/3/2022 13:00,113.7,66.7
1836,10/3/2022 13:15,113.3,66.85
1837,10/3/2022 13:30,114.1,66.97
1838,10/3/2022 13:45,114.1,67.23
1839,10/3/2022 14:00,114.1,67.35
1840,10/3/2022 14:15,114.5,67.5
1841,10/3/2022 14:30,114.8,67.59
1842,10/3/2022 14:45,114.5,67.55
1843,10/3/2022 15:00,114.5,67.55
1844,10/3/2022 15:15,114.5,67.57
1845,10/3/2022 15:30,114.8,67.62
1846,10/3/2022 15:45,114.5,67.69
1847,10/3/2022 16:00,114.5,67.71
1848,10/3/2022 16:15,114.8,67.73
1849,10/3/2022 16:30,114.5,67.71
1850,10/3/2022 16:45,114.5,67.71
1851,10/3/2022 17:00,114.5,67.73
1852,10/3/2022 17:15,114.5,67.73
1853,10/3/2022 17:30,114.5,67.71
1854,10/3/2022 17:45,114.5,67.71
1855,10/3/2022 18:00,114.5,67.69
1856,10/3/2022 18:15,114.5,67.69
1857,10/3/2022 18:30,114.5,67.69
1858,10/3/2022 18:45,114.5,67.62
1859,10/3/2022 19:00,114.8,67.57
1860,10/3/2022 19:15,114.5,67.55
1861,10/3/2022 19:30,114.5,67.5
1862,10/3/2022 19:45,114.5,67.46
1863,10/3/2022 20:00,114.1,67.39
1864,10/3/2022 20:15,114.1,67.28
1865,10/3/2022 20:30,114.1,67.24
1866,10/3/2022 20:45,114.1,67.17
1867,10/3/2022 21:00,113.7,67.08
1868,10/3/2022 21:15,115.7,66.97
1869,10/3/2022 21:30,113.7,66.94
1870,10/3/2022 21:45,113.7,66.85
1871,10/3/2022 22:00,113.7,66.74
1872,10/3/2022 22:15,113.7,66.69
1873,10/3/2022 22:30,113.4,66.58
1874,10/3/2022 22:45,113.4,66.54
1875,10/3/2022 23:00,113.4,66.43
1876,10/3/2022 23:15,113,66.38
1877,10/3/2022 23:30,112.6,66.33
1878,10/3/2022 23:45,112.6,66.25
1879,10/4/2022 0:00,112.6,66.18
1880,10/4/2022 0:15,113,66.09
1881,10/4/2022 0:30,112.6,66.04
1882,10/4/2022 0:45,112.2,65.97
1883,10/4/2022 1:00,112.2,65.89
1884,10/4/2022 1:15,112.2,65.82
1885,10/4/2022 1:30,112.3,65.77
1886,10/4/2022 1:45,111.9,65.7
1887,10/4/2022 2:00,111.9,65.59
1888,10/4/2022 2:15,111.9,65.53
1889,10/4/2022 2:30,111.9,65.46
1890,10/4/2022 2:45,111.9,65.35
1891,10/4/2022 3:00,111.9,65.28
1892,10/4/2022 3:15,111.5,65.19
1893,10/4/2022 3:30,111.5,65.12
1894,10/4/2022 3:45,111.5,65.05
1895,10/4/2022 4:00,111.5,64.96
1896,10/4/2022 4:15,111.1,64.89
1897,10/4/2022 4:30,111.5,64.8
1898,10/4/2022 4:45,111.2,64.72
1899,10/4/2022 5:00,111.2,64.65
1900,10/4/2022 5:15,110.8,64.56
1901,10/4/2022 5:30,110.8,64.49
1902,10/4/2022 5:45,111.2,64.42
1903,10/4/2022 6:00,110.8,64.33
1904,10/4/2022 6:15,110.8,64.27
1905,10/4/2022 6:30,110.8,64.2
1906,10/4/2022 6:45,110.8,64.13
1907,10/4/2022 7:00,110.8,64.08
1908,10/4/2022 7:15,110.8,64
1909,10/4/2022 7:30,110.4,63.95
1910,10/4/2022 7:45,110.4,63.88
1911,10/4/2022 8:00,110.4,63.81
1912,10/4/2022 8:15,110.4,63.77
1913,10/4/2022 8:30,110.4,63.72
1914,10/4/2022 8:45,110.4,63.7
1915,10/4/2022 9:00,110.1,63.66
1916,10/4/2022 9:15,110.4,63.66
1917,10/4/2022 9:30,110.4,63.64
1918,10/4/2022 9:45,110.1,63.66
1919,10/4/2022 10:00,110.4,63.7
1920,10/4/2022 10:15,110.4,63.72
1921,10/4/2022 10:30,110.4,63.73
1922,10/4/2022 10:45,110.4,63.81
1923,10/4/2022 11:00,110.4,63.82
1924,10/4/2022 11:15,110.4,63.9
1925,10/4/2022 11:30,110.4,63.97
1926,10/4/2022 11:45,110.4,64.02
1927,10/4/2022 12:00,110.8,64.13
1928,10/4/2022 12:15,110.8,64.24
1929,10/4/2022 12:30,110.8,64.33
1930,10/4/2022 12:45,111.2,64.44
1931,10/4/2022 13:00,111.2,64.63
1932,10/4/2022 13:15,111.5,64.81
1933,10/4/2022 13:30,111.5,65.01
1934,10/4/2022 13:45,111.9,65.23
1935,10/4/2022 14:00,111.9,65.43
1936,10/4/2022 14:15,112.3,65.64
1937,10/4/2022 14:30,112.3,65.77
1938,10/4/2022 14:45,113,65.82
1939,10/4/2022 15:00,113,65.82
1940,10/4/2022 15:15,112.6,65.88
1941,10/4/2022 15:30,113,65.89
1942,10/4/2022 15:45,113,65.97
1943,10/4/2022 16:00,113.4,66.04
1944,10/4/2022 16:15,113.4,66.13
1945,10/4/2022 16:30,113.4,66.2
1946,10/4/2022 16:45,113.4,66.2
1947,10/4/2022 17:00,113.4,66.2
1948,10/4/2022 17:15,113.4,66.18
1949,10/4/2022 17:30,113.4,66.18
1950,10/4/2022 17:45,113.4,66.16
1951,10/4/2022 18:00,113.4,66.18
1952,10/4/2022 18:15,113.4,66.2
1953,10/4/2022 18:30,113.4,66.24
1954,10/4/2022 18:45,113,66.2
1955,10/4/2022 19:00,113,66.18
1956,10/4/2022 19:15,112.6,66.13
1957,10/4/2022 19:30,113,66.09
1958,10/4/2022 19:45,112.6,65.97
1959,10/4/2022 20:00,112.6,65.88
1960,10/4/2022 20:15,112.3,65.77
1961,10/4/2022 20:30,111.9,65.66
1962,10/4/2022 20:45,111.9,65.59
1963,10/4/2022 21:00,111.9,65.5
1964,10/4/2022 21:15,111.9,65.41
1965,10/4/2022 21:30,111.9,65.32
1966,10/4/2022 21:45,111.5,65.23
1967,10/4/2022 22:00,111.5,65.12
1968,10/4/2022 22:15,111.9,65.03
1969,10/4/2022 22:30,111.5,64.92
1970,10/4/2022 22:45,111.5,64.8
1971,10/4/2022 23:00,111.2,64.71
1972,10/4/2022 23:15,110.8,64.56
1973,10/4/2022 23:30,110.8,64.49
1974,10/4/2022 23:45,110.8,64.35
1975,10/5/2022 0:00,110.8,64.24
1976,10/5/2022 0:15,110.4,64.13
1977,10/5/2022 0:30,110.8,64.02
1978,10/5/2022 0:45,110.4,63.93
1979,10/5/2022 1:00,110.4,63.81
1980,10/5/2022 1:15,110.1,63.72
1981,10/5/2022 1:30,109.7,63.57
1982,10/5/2022 1:45,110.5,63.5
1983,10/5/2022 2:00,109.7,63.36
1984,10/5/2022 2:15,109.7,63.27
1985,10/5/2022 2:30,109.3,63.16
1986,10/5/2022 2:45,108.9,63.03
1987,10/5/2022 3:00,108.9,62.94
1988,10/5/2022 3:15,109.3,62.85
1989,10/5/2022 3:30,109,62.73
1990,10/5/2022 3:45,109,62.62
1991,10/5/2022 4:00,109,62.49
1992,10/5/2022 4:15,108.6,62.4
1993,10/5/2022 4:30,107.8,62.33
1994,10/5/2022 4:45,107.8,62.19
1995,10/5/2022 5:00,107.8,62.08
1996,10/5/2022 5:15,107.8,61.95
1997,10/5/2022 5:30,107.5,61.83
1998,10/5/2022 5:45,107.5,61.72
1999,10/5/2022 6:00,107.5,61.57
2000,10/5/2022 6:15,107.1,61.48
2001,10/5/2022 6:30,107.1,61.36
2002,10/5/2022 6:45,107.1,61.25
2003,10/5/2022 7:00,106.7,61.18
2004,10/5/2022 7:15,107.1,61.03
2005,10/5/2022 7:30,106.7,60.93
2006,10/5/2022 7:45,106.4,60.82
2007,10/5/2022 8:00,106.4,60.73
2008,10/5/2022 8:15,106.4,60.62
2009,10/5/2022 8:30,106.4,60.55
2010,10/5/2022 8:45,106,60.48
2011,10/5/2022 9:00,106,60.48
2012,10/5/2022 9:15,106,60.42
2013,10/5/2022 9:30,106,60.42
2014,10/5/2022 9:45,106,60.44
2015,10/5/2022 10:00,106,60.49
2016,10/5/2022 10:15,106,60.51
2017,10/5/2022 10:30,106,60.62
2018,10/5/2022 10:45,106.4,60.71
2019,10/5/2022 11:00,106.4,60.8
2020,10/5/2022 11:15,106.3,60.89
2021,10/5/2022 11:30,106.7,61.02
2022,10/5/2022 11:45,106.7,61.11
2023,10/5/2022 12:00,107.1,61.21
2024,10/5/2022 12:15,107.1,61.41
2025,10/5/2022 12:30,107.1,61.57
2026,10/5/2022 12:45,107.5,61.79
2027,10/5/2022 13:00,107.8,62.04
2028,10/5/2022 13:15,108.2,62.26
2029,10/5/2022 13:30,108.6,62.55
2030,10/5/2022 13:45,108.9,62.82
2031,10/5/2022 14:00,108.9,63.09
2032,10/5/2022 14:15,109.7,63.34
2033,10/5/2022 14:30,109.7,63.57
2034,10/5/2022 14:45,110.1,63.77
2035,10/5/2022 15:00,110.4,63.82
2036,10/5/2022 15:15,110.4,64.04
2037,10/5/2022 15:30,110.4,64.02
2038,10/5/2022 15:45,110.8,64.11
2039,10/5/2022 16:00,110.8,64.2
2040,10/5/2022 16:15,110.8,64.35
2041,10/5/2022 16:30,111.2,64.47
2042,10/5/2022 16:45,111.2,64.56
2043,10/5/2022 17:00,111.2,64.62
2044,10/5/2022 17:15,111.2,64.65
2045,10/5/2022 17:30,111.2,64.65
2046,10/5/2022 17:45,111.5,64.67
2047,10/5/2022 18:00,111.5,64.72
2048,10/5/2022 18:15,111.2,64.74
2049,10/5/2022 18:30,111.5,64.8
2050,10/5/2022 18:45,111.5,64.85
2051,10/5/2022 19:00,111.5,64.87
2052,10/5/2022 19:15,111.5,64.89
2053,10/5/2022 19:30,111.5,64.87
2054,10/5/2022 19:45,111.1,64.85
2055,10/5/2022 20:00,111.1,64.81
2056,10/5/2022 20:15,111.9,64.74
2057,10/5/2022 20:30,111.9,64.71
2058,10/5/2022 20:45,111.2,64.62
2059,10/5/2022 21:00,112.7,64.56
2060,10/5/2022 21:15,112.3,64.51
2061,10/5/2022 21:30,111.9,64.47
2062,10/5/2022 21:45,112.7,64.4
2063,10/5/2022 22:00,110.8,64.38
2064,10/5/2022 22:15,110.4,64.31
2065,10/5/2022 22:30,110.4,64.26
2066,10/5/2022 22:45,110.4,64.2
2067,10/5/2022 23:00,110.4,64.18
2068,10/5/2022 23:15,110.4,64.11
2069,10/5/2022 23:30,110.4,64.08
2070,10/5/2022 23:45,110.4,64.04
2071,10/6/2022 0:00,110,64
2072,10/6/2022 0:15,110,63.95
2073,10/6/2022 0:30,110,63.9
2074,10/6/2022 0:45,109.7,63.88
2075,10/6/2022 1:00,110,63.82
2076,10/6/2022 1:15,109.7,63.81
2077,10/6/2022 1:30,109.7,63.77
2078,10/6/2022 1:45,109.7,63.72
2079,10/6/2022 2:00,109.7,63.7
2080,10/6/2022 2:15,109.7,63.64
2081,10/6/2022 2:30,109.7,63.59
2082,10/6/2022 2:45,109.3,63.55
2083,10/6/2022 3:00,109.7,63.52
2084,10/6/2022 3:15,109.3,63.48
2085,10/6/2022 3:30,108.9,63.41
2086,10/6/2022 3:45,109.3,63.36
2087,10/6/2022 4:00,108.9,63.34
2088,10/6/2022 4:15,108.9,63.25
2089,10/6/2022 4:30,108.9,63.19
2090,10/6/2022 4:45,108.9,63.16
2091,10/6/2022 5:00,108.9,63.09
2092,10/6/2022 5:15,108.9,62.98
2093,10/6/2022 5:30,108.9,62.94
2094,10/6/2022 5:45,108.9,62.89
2095,10/6/2022 6:00,108.9,62.82
2096,10/6/2022 6:15,109,62.74
2097,10/6/2022 6:30,108.6,62.65
2098,10/6/2022 6:45,108.6,62.62
2099,10/6/2022 7:00,108.6,62.51
2100,10/6/2022 7:15,108.2,62.47
2101,10/6/2022 7:30,108.2,62.37
2102,10/6/2022 7:45,107.8,62.33
2103,10/6/2022 8:00,108.2,62.24
2104,10/6/2022 8:15,107.8,62.17
2105,10/6/2022 8:30,107.8,62.11
2106,10/6/2022 8:45,107.4,62.08
2107,10/6/2022 9:00,107.4,62.04
2108,10/6/2022 9:15,107.4,62.02
2109,10/6/2022 9:30,107.4,62.04
2110,10/6/2022 9:45,107.8,62.08
2111,10/6/2022 10:00,107.4,62.11
2112,10/6/2022 10:15,107.8,62.17
2113,10/6/2022 10:30,107.8,62.24
2114,10/6/2022 10:45,108.2,62.33
2115,10/6/2022 11:00,108.2,62.42
2116,10/6/2022 11:15,108.6,62.51
2117,10/6/2022 11:30,109,62.62
2118,10/6/2022 11:45,109,62.71
2119,10/6/2022 12:00,108.9,62.85
2120,10/6/2022 12:15,108.9,62.98
2121,10/6/2022 12:30,108.9,63.16
2122,10/6/2022 12:45,108.9,63.34
2123,10/6/2022 13:00,109.7,63.57
2124,10/6/2022 13:15,110.1,63.73
2125,10/6/2022 13:30,110,64.04
2126,10/6/2022 13:45,110.4,64.27
2127,10/6/2022 14:00,110.4,64.54
2128,10/6/2022 14:15,110.8,64.74
2129,10/6/2022 14:30,111.1,65.17
2130,10/6/2022 14:45,111.5,65.26
2131,10/6/2022 15:00,111.9,65.41
2132,10/6/2022 15:15,111.9,65.62
2133,10/6/2022 15:30,111.9,65.64
2134,10/6/2022 15:45,112.3,65.7
2135,10/6/2022 16:00,112.3,65.8
2136,10/6/2022 16:15,112.2,65.89
2137,10/6/2022 16:30,112.2,66.02
2138,10/6/2022 16:45,112.6,66.13
2139,10/6/2022 17:00,112.6,66.2
2140,10/6/2022 17:15,113,66.25
2141,10/6/2022 17:30,112.6,66.31
2142,10/6/2022 17:45,113.4,66.33
2143,10/6/2022 18:00,113.4,66.31
2144,10/6/2022 18:15,113,66.34
2145,10/6/2022 18:30,113,66.38
2146,10/6/2022 18:45,113,66.4
2147,10/6/2022 19:00,113.4,66.43
2148,10/6/2022 19:15,113,66.43
2149,10/6/2022 19:30,114.1,66.47
2150,10/6/2022 19:45,113.4,66.43
2151,10/6/2022 20:00,113.4,66.4
2152,10/6/2022 20:15,113,66.38
2153,10/6/2022 20:30,112.6,66.31
2154,10/6/2022 20:45,112.6,66.24
2155,10/6/2022 21:00,113,66.13
2156,10/6/2022 21:15,112.2,66.09
2157,10/6/2022 21:30,112.2,66
2158,10/6/2022 21:45,112.2,65.95
