"Plot Title: DG3"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342066, SEN S/N: 20342066)","Full Range, μS/cm (LGR S/N: 20342066, SEN S/N: 20342066)","Temp, °F (LGR S/N: 20342066, SEN S/N: 20342066)","Coupler Detached (LGR S/N: 20342066, SEN S/N: 20342066)","Coupler Attached (LGR S/N: 20342066, SEN S/N: 20342066)","Host Connected (LGR S/N: 20342066, SEN S/N: 20342066)","Stopped (LGR S/N: 20342066, SEN S/N: 20342066)","End Of File (LGR S/N: 20342066, SEN S/N: 20342066)"
391,04/02/25 01:17:25 PM,0.6,-1.4,83.93,,,,,
392,04/02/25 01:17:35 PM,1.8,-1.4,83.93,,,,,
393,04/02/25 01:17:45 PM,0.7,-1.4,83.93,,,,,
394,04/02/25 01:17:55 PM,0.6,-3.6,83.93,,,,,
395,04/02/25 01:18:05 PM,0.6,10.3,83.93,,,,,
396,04/02/25 01:18:15 PM,1.8,-1.4,83.89,,,,,
397,04/02/25 01:18:25 PM,1.8,-3.6,83.82,,,,,
398,04/02/25 01:18:35 PM,1.8,-3.6,83.77,,,,,
399,04/02/25 01:18:45 PM,1.8,-3.6,83.73,,,,,
400,04/02/25 01:18:55 PM,1.8,-3.6,83.68,,,,,
401,04/02/25 01:19:05 PM,0.6,-3.6,83.62,,,,,
402,04/02/25 01:19:15 PM,0.6,-3.6,83.61,,,,,
403,04/02/25 01:19:25 PM,0.6,-3.6,83.59,,,,,
404,04/02/25 01:19:35 PM,0.6,-1.4,83.61,,,,,
405,04/02/25 01:19:45 PM,0.6,-1.4,83.64,,,,,
406,04/02/25 01:19:55 PM,0.7,-1.4,83.66,,,,,
407,04/02/25 01:20:05 PM,1.8,-1.4,83.70,,,,,
408,04/02/25 01:20:15 PM,1.8,-3.6,83.70,,,,,
409,04/02/25 01:20:25 PM,0.6,-3.6,83.68,,,,,
410,04/02/25 01:20:35 PM,1.8,-1.4,83.66,,,,,
411,04/02/25 01:20:45 PM,1.8,-1.4,83.62,,,,,
412,04/02/25 01:20:55 PM,1.8,-0.6,83.59,,,,,
413,04/02/25 01:21:05 PM,1.8,-1.4,83.55,,,,,
414,04/02/25 01:21:15 PM,1.8,-1.4,83.53,,,,,
415,04/02/25 01:21:25 PM,0.6,-1.4,83.53,,,,,
416,04/02/25 01:21:35 PM,0.6,-1.4,83.52,,,,,
417,04/02/25 01:21:45 PM,1.8,-1.4,83.53,,,,,
418,04/02/25 01:21:55 PM,0.6,-3.6,83.53,,,,,
419,04/02/25 01:22:05 PM,0.6,10.3,83.53,,,,,
420,04/02/25 01:22:15 PM,0.6,-3.6,83.53,,,,,
421,04/02/25 01:22:25 PM,0.6,-1.4,83.52,,,,,
422,04/02/25 01:22:35 PM,0.6,-3.6,83.52,,,,,
423,04/02/25 01:22:45 PM,1.8,-3.6,83.53,,,,,
424,04/02/25 01:22:55 PM,0.6,-0.6,83.55,,,,,
425,04/02/25 01:23:05 PM,0.6,-1.4,83.55,,,,,
426,04/02/25 01:23:15 PM,0.6,-3.6,83.55,,,,,
427,04/02/25 01:23:25 PM,1.8,-1.4,83.59,,,,,
428,04/02/25 01:23:35 PM,0.6,-1.4,83.61,,,,,
429,04/02/25 01:23:45 PM,0.6,-1.4,83.62,,,,,
430,04/02/25 01:23:55 PM,0.6,-3.6,83.66,,,,,
431,04/02/25 01:24:05 PM,0.6,10.3,83.70,,,,,
432,04/02/25 01:24:15 PM,1.8,-1.4,83.79,,,,,
433,04/02/25 01:24:25 PM,1.8,-1.4,83.86,,,,,
434,04/02/25 01:24:35 PM,1.8,10.3,83.95,,,,,
435,04/02/25 01:24:45 PM,0.6,-3.6,83.98,,,,,
436,04/02/25 01:24:55 PM,0.6,-1.4,84.06,,,,,
437,04/02/25 01:25:05 PM,0.5,-1.4,84.09,,,,,
438,04/02/25 01:25:15 PM,1.8,-3.6,84.13,,,,,
439,04/02/25 01:25:25 PM,0.6,-0.6,84.15,,,,,
440,04/02/25 01:25:35 PM,0.5,-3.6,84.16,,,,,
441,04/02/25 01:25:45 PM,1.8,-3.6,84.22,,,,,
442,04/02/25 01:25:55 PM,1.8,-1.4,84.24,,,,,
443,04/02/25 01:26:05 PM,0.7,-3.6,84.27,,,,,
444,04/02/25 01:26:15 PM,0.6,-1.4,84.27,,,,,
445,04/02/25 01:26:25 PM,0.6,-3.6,84.31,,,,,
446,04/02/25 01:26:35 PM,0.6,-1.4,84.34,,,,,
447,04/02/25 01:26:45 PM,0.6,-1.4,84.36,,,,,
448,04/02/25 01:26:55 PM,0.6,-1.4,84.38,,,,,
449,04/02/25 01:27:05 PM,0.6,-3.6,84.38,,,,,
450,04/02/25 01:27:15 PM,0.6,-1.4,84.38,,,,,
451,04/02/25 01:27:25 PM,0.6,-1.4,84.40,,,,,
452,04/02/25 01:27:35 PM,0.6,-1.4,84.38,,,,,
453,04/02/25 01:27:45 PM,1.8,-1.4,84.51,,,,,
454,04/02/25 01:27:55 PM,0.6,-1.4,84.67,,,,,
455,04/02/25 01:28:05 PM,0.5,-1.4,84.72,,,,,
456,04/02/25 01:28:15 PM,1.8,-1.4,84.60,,,,,
457,04/02/25 01:28:25 PM,0.6,-1.4,84.56,,,,,
458,04/02/25 01:28:35 PM,0.6,-0.6,84.54,,,,,
459,04/02/25 01:28:45 PM,0.5,-1.4,84.54,,,,,
460,04/02/25 01:28:55 PM,0.5,-3.6,84.54,,,,,
461,04/02/25 01:29:05 PM,0.6,-1.4,84.54,,,,,
462,04/02/25 01:29:15 PM,1.8,-3.6,84.52,,,,,
463,04/02/25 01:29:25 PM,0.7,-1.4,84.52,,,,,
464,04/02/25 01:29:35 PM,0.6,-1.4,84.52,,,,,
465,04/02/25 01:29:45 PM,0.6,-1.4,84.52,,,,,
466,04/02/25 01:29:55 PM,0.6,-3.6,84.51,,,,,
467,04/02/25 01:30:05 PM,0.6,-3.6,84.51,,,,,
468,04/02/25 01:30:15 PM,0.6,-1.4,84.47,,,,,
469,04/02/25 01:30:25 PM,0.6,-1.4,84.47,,,,,
470,04/02/25 01:30:35 PM,0.6,-3.6,84.45,,,,,
471,04/02/25 01:30:45 PM,0.1,-1.4,84.43,,,,,
472,04/02/25 01:30:55 PM,0.6,-1.4,84.42,,,,,
473,04/02/25 01:31:05 PM,1.8,-3.6,84.40,,,,,
474,04/02/25 01:31:15 PM,0.6,10.3,84.38,,,,,
475,04/02/25 01:31:25 PM,0.6,-1.4,84.36,,,,,
476,04/02/25 01:31:35 PM,0.6,-1.4,84.34,,,,,
477,04/02/25 01:31:45 PM,1.8,-1.4,84.31,,,,,
478,04/02/25 01:31:55 PM,0.6,-3.6,84.27,,,,,
479,04/02/25 01:32:05 PM,0.6,-0.6,84.24,,,,,
480,04/02/25 01:32:15 PM,0.7,-3.6,84.20,,,,,
481,04/02/25 01:32:25 PM,0.6,10.3,84.16,,,,,
482,04/02/25 01:32:35 PM,1.8,-1.4,84.15,,,,,
483,04/02/25 01:32:45 PM,0.6,-1.4,84.13,,,,,
484,04/02/25 01:32:55 PM,2.1,-1.4,84.11,,,,,
485,04/02/25 01:33:05 PM,0.6,-3.6,84.09,,,,,
486,04/02/25 01:33:15 PM,0.6,-1.4,84.07,,,,,
487,04/02/25 01:33:25 PM,0.6,-1.4,84.06,,,,,
488,04/02/25 01:33:35 PM,0.6,-3.6,84.04,,,,,
489,04/02/25 01:33:45 PM,0.6,-1.4,83.98,,,,,
490,04/02/25 01:33:55 PM,1.8,-1.4,83.97,,,,,
491,04/02/25 01:34:05 PM,0.6,-1.4,83.93,,,,,
492,04/02/25 01:34:15 PM,1.8,-1.4,83.86,,,,,
493,04/02/25 01:34:25 PM,0.6,-3.6,83.79,,,,,
494,04/02/25 01:34:35 PM,0.6,-1.4,83.73,,,,,
495,04/02/25 01:34:45 PM,0.6,-1.4,83.68,,,,,
496,04/02/25 01:34:55 PM,0.5,-1.4,83.66,,,,,
497,04/02/25 01:35:05 PM,0.6,-3.6,83.62,,,,,
498,04/02/25 01:35:15 PM,1.8,-1.4,83.55,,,,,
499,04/02/25 01:35:25 PM,0.6,-1.4,83.53,,,,,
500,04/02/25 01:35:35 PM,0.6,-1.4,83.52,,,,,
501,04/02/25 01:35:45 PM,0.6,-1.4,83.50,,,,,
502,04/02/25 01:35:55 PM,0.6,-1.4,83.46,,,,,
503,04/02/25 01:36:05 PM,0.6,-1.4,83.44,,,,,
504,04/02/25 01:36:15 PM,0.6,-1.4,83.41,,,,,
505,04/02/25 01:36:25 PM,0.5,-3.6,83.39,,,,,
506,04/02/25 01:36:35 PM,1.8,-1.4,83.39,,,,,
507,04/02/25 01:36:45 PM,0.5,-1.4,83.44,,,,,
508,04/02/25 01:36:55 PM,0.6,-3.6,83.46,,,,,
509,04/02/25 01:37:05 PM,0.7,-3.6,83.48,,,,,
510,04/02/25 01:37:15 PM,1.8,-1.4,83.53,,,,,
511,04/02/25 01:37:25 PM,0.6,10.3,83.55,,,,,
512,04/02/25 01:37:33 PM,,,,,Logged,,,
513,04/02/25 01:37:35 PM,0.6,-3.6,83.73,,,,,
514,04/02/25 01:37:45 PM,0.5,-1.4,83.64,,,,,
515,04/02/25 01:37:46 PM,,,,,,Logged,,
516,04/02/25 01:37:55 PM,0.7,-1.4,83.62,,,,,
517,04/02/25 01:38:05 PM,0.7,-1.4,83.61,,,,,
518,04/02/25 01:38:15 PM,1.8,-3.6,83.61,,,,,
519,04/02/25 01:38:25 PM,1.8,-1.4,83.59,,,,,
520,04/02/25 01:38:35 PM,0.6,-1.4,83.75,,,,,
521,04/02/25 01:38:45 PM,0.6,-3.6,83.70,,,,,
522,04/02/25 01:38:55 PM,0.6,-1.4,83.73,,,,,
523,04/02/25 01:39:05 PM,0.6,-1.4,83.79,,,Logged,,
524,04/02/25 01:39:15 PM,0.6,-1.4,83.95,,,,,
525,04/02/25 01:39:19 PM,,,,,,,Logged,Logged
