"Plot Title: Brad9_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20358767, SEN S/N: 20358767)","Temp, °F (LGR S/N: 20358767, SEN S/N: 20358767)","Coupler Attached (LGR S/N: 20358767, SEN S/N: 20358767)","Coupler Detached (LGR S/N: 20358767, SEN S/N: 20358767)","Host Connected (LGR S/N: 20358767, SEN S/N: 20358767)","End Of File (LGR S/N: 20358767, SEN S/N: 20358767)"
468,05/08/24 03:00:00 AM,2.64,71.35,,,,
469,05/08/24 04:00:00 AM,2.59,70.99,,,,
470,05/08/24 05:00:00 AM,2.56,70.59,,,,
471,05/08/24 06:00:00 AM,2.54,70.30,,,,
472,05/08/24 07:00:00 AM,2.47,70.56,,,,
473,05/08/24 08:00:00 AM,2.46,71.56,,,,
474,05/08/24 09:00:00 AM,2.49,72.86,,,,
475,05/08/24 10:00:00 AM,2.53,74.41,,,,
476,05/08/24 11:00:00 AM,2.56,75.99,,,,
477,05/08/24 12:00:00 PM,2.65,77.65,,,,
478,05/08/24 01:00:00 PM,2.82,79.41,,,,
479,05/08/24 02:00:00 PM,3.04,80.06,,,,
480,05/08/24 02:08:17 PM,,,Logged,,,
481,05/08/24 02:08:25 PM,,,,Logged,,
482,05/08/24 02:08:27 PM,,,Logged,,,
483,05/08/24 02:08:30 PM,,,,Logged,,
484,05/08/24 02:08:32 PM,,,Logged,,,
485,05/08/24 02:08:39 PM,,,,Logged,,
486,05/08/24 02:08:51 PM,,,Logged,,,
487,05/08/24 02:08:59 PM,,,,Logged,,
488,05/08/24 02:09:04 PM,,,Logged,,,
489,05/08/24 02:09:09 PM,,,,Logged,,
490,05/08/24 02:10:42 PM,,,Logged,,,
491,05/08/24 02:29:37 PM,,,,,Logged,Logged
